Product Name,Link,Price
Asrock Fatal1ty B250M Performance Motherboard,https://www.startech.com.bd/asrock-fatal1ty-b250m-performance,"7,700"
ASRock Fatal1ty X370 Pro Gaming AMD Motherboard,https://www.startech.com.bd/asrock-fatal1ty-x370-pro-gaming-motherboard,"25,000"
Asus EX-H310M-V3 8th Gen Micro-ATX Motherboard,https://www.startech.com.bd/asus-ex-h310m-v3-8th-gen-motherboard,"6,700"
Gigabyte B450 AORUS M AMD Micro ATX Motherboard,https://www.startech.com.bd/gigabyte-b450-aorus-m-amd-motherboard,"9,900"
Gigabyte H310M S2P 8th Gen Micro ATX Motherboard,https://www.startech.com.bd/gigabyte-h310m-s2p-8th-gen-motherboard,"6,800"
Asrock B250M Pro4 USB 3.1 DDR4 Motherboard,https://www.startech.com.bd/asrock-b250m-pro4-motherboard,"7,800"
ASRock X399 Taichi USB 3.1 ATX AMD Motherboard,https://www.startech.com.bd/asrock-x399-taichi,"35,500"
Asus PRIME H310M-K 8th Gen mATX Motherboard,https://www.startech.com.bd/asus-prime-h310m-k-8th-gen-motherboard,"6,700"
Gigabyte H310M DS2 8th Gen Micro ATX Motherboard,https://www.startech.com.bd/gigabyte-h310m-ds2-8th-gen-motherboard,"7,000"
Asrock B360M Pro4 8th Gen DDR4 Motherboard,https://www.startech.com.bd/asrock-b360m-pro4-motherboard,"9,000"
ASRock Fatal1ty X399 Professional Gaming AMD Motherboard,https://www.startech.com.bd/asrock-x399-gaming-motherboard,"44,600"
Asus PRIME H310M-E 8th Gen mATX Motherboard,https://www.startech.com.bd/asus-prime-h310m-e-8th-gen-motherboard,"6,900"
Gigabyte H310M S2 8th Gen Micro ATX Motherboard,https://www.startech.com.bd/gigabyte-h310m-s2-8th-gen-motherboard,"7,000"
Asrock B360 Pro4 8th Gen DDR4 Motherboard,https://www.startech.com.bd/asrock-b360-pro4-motherboard,"10,000"
Asus PRIME H310M-C/CSM 8th Gen Micro-ATX Motherboard,https://www.startech.com.bd/asus-prime-h310m-c-csm-8th-gen-motherboard,"7,000"
Gigabyte B360M D2V 8th Gen Motherboard,https://www.startech.com.bd/gigabyte-b360m-d2v-motherboard,"7,600"
Gigabyte B450 AORUS PRO AM4 AMD ATX Motherboard,https://www.startech.com.bd/gigabyte-b450-aorus-pro-amd-motherboard,"11,500"
Asrock Fatal1ty B360M Performance 8th Gen Motherboard,https://www.startech.com.bd/asrock-fatal1ty-b360m-performance-motherboard,"10,300"
Gigabyte B360M D3V 8th Gen Motherboard,https://www.startech.com.bd/gigabyte-b360m-d3v-motherboard,"7,800"
Gigabyte B450 AORUS PRO WIFI AMD ATX Motherboard,https://www.startech.com.bd/gigabyte-b450-aorus-pro-wifi-motherboard,"12,100"
ASRock H370M Pro4 8th Gen DDR4 Motherboard,https://www.startech.com.bd/asrock-h370m-pro4-motherboard,"10,300"
ASUS PRIME B250M-K DDR4 ATX Motherboard,https://www.startech.com.bd/asus-prime-b250m-k,"7,150"
Gigabyte B360M HD3 8th Gen Motherboard,https://www.startech.com.bd/gigabyte-b360m-hd3-motherboard,"8,000"
Gigabyte B450 I AORUS PRO WIFI AMD Mini-ITX Motherboard,https://www.startech.com.bd/gigabyte-b450-i-aorus-pro-wifi-amd-mini-itx-motherboard,"12,500"
ASRock H370 Pro4 8th Gen Motherboard,https://www.startech.com.bd/asrock-h370-pro4-motherboard,"10,900"
ASUS PRIME B250M-D motherboard,https://www.startech.com.bd/asus-prime-b250m-d-motherboard,"7,500"
Gigabyte B360M D3H 8th Gen Micro ATX Motherboard,https://www.startech.com.bd/gigabyte-b360m-d3h-8th-gen-micro-atx-motherboard,"8,800"
Asrock Z370M Pro4 USB 3.1 8th Gen Motherboard ,https://www.startech.com.bd/asrock-z370m-pro4-motherboard,"11,750"
Asus TUF H310M-PLUS GAMING 8th Gen mATX Motherboard,https://www.startech.com.bd/asus-tuf-h310m-plus-gaming-motherboard,"7,500"
Gigabyte B360M-DS3H 8th Gen Motherboard ,https://www.startech.com.bd/gigabyte-b360m-ds3h-motherboard,"8,500"
Asrock Fatal1ty B360 Gaming K4 8th Gen DDR4 Motherboard,https://www.startech.com.bd/asrock-fatal1ty-b360-gaming-k4-motherboard,"12,000"
Asus PRIME B360M-K 8th Gen mATX Motherboard,https://www.startech.com.bd/asus-prime-b360m-k-matx-motherboard,"8,250"
Gigabyte B360 HD3 8th Gen DDR4 Motherboard,https://www.startech.com.bd/gigabyte-b360-hd3-motherboard,"9,000"
Gigabyte X470 AORUS GAMING 5 WIFI Motherboard,https://www.startech.com.bd/gigabyte-x470-gaming-5-wifi-motherboard,"18,300"
ASRock H110 Pro BTC+ DDR4 Motherboard,https://www.startech.com.bd/asrock-h110-pro-btc-plus-motherboard,"12,800"
Asus PRIME B360M-D 8th Gen mATX Motherboard,https://www.startech.com.bd/asus-prime-b360m-d-8th-gen-motherboard,"8,500"
Gigabyte B360M AORUS GAMING 3 8th Gen Motherboard,https://www.startech.com.bd/gigabyte-b360m-aorus-gaming-3-motherboard,"9,500"
Gigabyte X470 AORUS GAMING 7 WIFI AM4 AMD ATX Motherboard,https://www.startech.com.bd/gigabyte-x470-aorus-gaming-7-amd-motherboard,"22,500"
Asrock Fatal1ty H370 Performance 8th Gen DDR4 Motherboard,https://www.startech.com.bd/asrock-fatal1ty-h370-performance-motherboard,"13,400"
Asus TUF B360M-E GAMING 8th Gen mATX Motherboard,https://www.startech.com.bd/asus-tuf-b360m-e-gaming-8th-gen-motherboard,"9,000"
Gigabyte H370M DS3H 8th Gen Micro ATX Motherboard,https://www.startech.com.bd/gigabyte-h370m-ds3h-8th-gen-motherboard,"9,900"
Asrock Z370 Pro4 USB 3.1 Intel 8th Gen Motherboard,https://www.startech.com.bd/asrock-z370-pro4-8th-gen-motherboard,"13,500"
Asus TUF B360M-PLUS Gaming 8th Gen Motherboard,https://www.startech.com.bd/asus-tuf-B360m-plus-motherboard,"10,050"
Gigabyte GA-Gaming B8 Motherboard,https://www.startech.com.bd/gigabyte-ga-gaming-b8,"10,000"
Asrock Z370 Extreme4 USB 3.1 Motherboard,https://www.startech.com.bd/asrock-z370-extreme4-8th-gen-motherboard,"16,500"
Asus PRIME B360-PLUS 8th Gen ATX Motherboard,https://www.startech.com.bd/asus-prime-b360-plus-8th-gen-motherboard,"10,500"
Gigabyte Z370M DS3H Ultra Durable 8th Gen DDR4 Motherboard,https://www.startech.com.bd/gigabyte-z370m-ds3h-motherboard,"10,900"
Asrock Z390 Extreme4 9th Gen Atx Motherboard,https://www.startech.com.bd/asrock-z390-extreme4-motherboard,"18,000"
Asus ROG STRIX B360-G Gaming 8th Gen Motherboard,https://www.startech.com.bd/asus-rog-strix-b360-g-motherboard,"10,600"
Gigabyte H370 HD3 8th Gen Ultra Durable Motherboard,https://www.startech.com.bd/gigabyte-h370-hd3-8th-gen-motherboard,"11,400"
Asrock Z370 Taichi USB 3.1 8th Gen WiFi Motherboard,https://www.startech.com.bd/asrock-z370-taichi-8th-gen-motherboard,"21,600"
Asus PRIME H370-PLUS 8th Gen ATX Motherboard,https://www.startech.com.bd/asus-prime-h370-plus-8th-gen-motherboard,"11,500"
Gigabyte B360 Aorus Gaming 3 WiFi 8th Gen DDR4 Motherboard,https://www.startech.com.bd/gigabyte-b360-aorus-gaming-3-wifi-motherboard,"11,500"
Asrock Z390 Taichi 9th Gen Atx Motherboard,https://www.startech.com.bd/asrock-z390-taichi-motherboard,"23,200"
Asus ROG STRIX B360-H GAMING 8th Gen ATX Motherboard,https://www.startech.com.bd/asus-rog-strix-b360-h-gaming-motherboard,"11,500"
Gigabyte X299 AORUS Gaming 3 Motherboard,https://www.startech.com.bd/gigabyte-x299-aorus-gaming-3-motherboard,"27,500"
Asus TUF B360-PRO GAMING (WI-FI) 8th Gen ATX Motherboard,https://www.startech.com.bd/asus-tuf-b360-pro-gaming-wi-fi-motherboard,"12,500"
Gigabyte Z370M D3H Ultra Durable 8th Gen Motherboard,https://www.startech.com.bd/gigabyte-z370m-d3h-8th-gen-motherboard,"12,200"
ASRock Fatal1ty X299 Gaming K6 Intel ATX Motherboard ,https://www.startech.com.bd/asrock-fatal1ty-x299-gaming-k6-motherboard,"27,650"
ASUS PRIME Z270-P 7th/6th Gen ATX Motherboard,https://www.startech.com.bd/asus-prime-z270-p-motherboard,"12,600"
Gigabyte Z390 Aorus Master 9th Gen Motherboard,https://www.startech.com.bd/gigabyte-z390-aorus-master-motherboard,"23,900"
ASRock X299 Taichi USB 3.1 ATX Intel Motherboard,https://www.startech.com.bd/asrock-x299-taichi,"31,750"
Asus Rog Strix B360-F GAMING 8th Gen Motherboard,https://www.startech.com.bd/asus-rog-strix-b360-f-motherboard,"13,150"
Gigabyte Z390 UD 9th Gen ATX Motherboard,https://www.startech.com.bd/gigabyte-z390-ud-9th-gen-atx-motherboard,"12,300"
Asus TUF H370-PRO GAMING (WI-FI) 8th Gen ATX Motherboard,https://www.startech.com.bd/asus-tuf-h370-pro-gaming-wi-fI-motherboard,"13,500"
Gigabyte Z370 HD3 Ultra Durable Motherboard ,https://www.startech.com.bd/gigabyte-z370-hd3-motherboard,"13,000"
Asus ROG STRIX B360-I GAMING 8th Gen mini-ITX Motherboard,https://www.startech.com.bd/asus-rog-strix-b360-i-gaming-mini-itx-motherboard,"14,000"
Gigabyte Z390 M GAMING 9th Gen Micro ATX Motherboard,https://www.startech.com.bd/gigabyte-z390-m-gaming-9th-gen-motherboard,"12,800"
ASUS PRIME Z370-P LGA1151 DDR4 HDMI DVI M.2 ATX Motherboard,https://www.startech.com.bd/asus-prime-z370-p,"14,700"
Gigabyte H370 AORUS GAMING 3 WIFI 8th Gen Motherboard,https://www.startech.com.bd/gigabyte-h370-aorus-gaming-3-wifi-motherboard,"14,000"
ASUS PRIME Z390M-PLUS 9th Gen mATX Motherboard,https://www.startech.com.bd/asus-prime-z390m-plus-9th-gen-motherboard,"15,000"
Gigabyte Z390 GAMING X 9th Gen ATX Motherboard,https://www.startech.com.bd/gigabyte-z390-gaming-x-9th-gen-motherboard,"14,300"
Asus B250 Mining Expert Intel LGA-1151 ATX DDR4 Motherboard,https://www.startech.com.bd/asus-b250-mining-expert-motherboard,"16,500"
Gigabyte Z370XP SLI Ultra Durable Supports 8th Gen Processors Motherboard ,https://www.startech.com.bd/gigabyte-z370xp-sli-8th-gen-motherboard,"14,500"
Asus TUF Z370-PLUS GAMING II 9th Gen gaming Motherboard,https://www.startech.com.bd/asus-tuf-z370-plus-gaming-II-motherboard,"16,500"
Gigabyte Z390 GAMING SLI 9th Gen ATX Motherboard,https://www.startech.com.bd/gigabyte-z390-gaming-sli-9th-gen-motherboard,"15,000"
ASUS TUF Z390-PLUS GAMING 9th Gen ATX Gaming Motherboard,https://www.startech.com.bd/asus-tuf-z390-plus-gaming-9th-gen-motherboard,"17,500"
Gigabyte Aorus Z370 Gaming 3 ATX Motherboard,https://www.startech.com.bd/gigabyte-aorus-z370-gaming-3,"15,500"
ASUS TUF Z390M-PRO GAMING 9th Gen mATX Gaming Motherboard,https://www.startech.com.bd/asus-tuf-z390m-pro-gaming-9th-gen-motherboard,"17,500"
Asus Rog Strix Z370H 8th Gen DDR4 ATX Gaming Motherboard,https://www.startech.com.bd/asus-rog-strix-z370-h-ddr4-motherboard,"17,750"
Gigabyte Z390 Aorus Pro Wifi 9th Gen Motherboard,https://www.startech.com.bd/gigabyte-z390-aorus-pro-wifi-9th-gen-motherboard,"18,800"
ASUS TUF Z390-PRO GAMING 9th Gen ATX Gaming Motherboard,https://www.startech.com.bd/asus-tuf-z390-pro-gaming-9th-gen-motherboard,"18,000"
Gigabyte Z390 Aorus Ultra 9th Gen Motherboard,https://www.startech.com.bd/gigabyte-z390-9th-gen-motherboard,"22,000"
AsusTUF Z390-PLUS GAMING (WI-FI) 9th Gen Motherboard,https://www.startech.com.bd/asustuf-z390-plus-wif-motherboard,"19,000"
Asus Rog Strix Z390-H 9th Gen Atx Gaming Motherboard,https://www.startech.com.bd/asus-rog-strix-z390-h-motherboard,"19,400"
ASUS P10S WS Intel C236 Chipset Server Motherboard,https://www.startech.com.bd/asus-p10s-ws-motherboard,"20,100"
Asus ROG MAXIMUS IX APEX Motherboard,https://www.startech.com.bd/asus-rog-maximus-ix-apex,"28,000"
Gigabyte Z390 Aorus Elite 9th Gen Motherboard,https://www.startech.com.bd/gigabyte-z390-aorus-elite,"17,300"
Asrock B450M Pro4 AMD Motherboard,https://www.startech.com.bd/asrock-b450m-pro4-motherboard,"8,800"
ASRock Fatal1ty AB350 Gaming K4 Motherboard,https://www.startech.com.bd/asrock-fatal1ty-ab350-gaming-k4,"10,200"
ASRock Fatal1ty X370 Gaming X AMD Motherboard ,https://www.startech.com.bd/asrock-fatal1ty-x370-gaming-x-motherboard,"15,000"
ASUS H81M-C Motherboard,https://www.startech.com.bd/asus-h81m-c-motherboard,"5,000"
Asus PRIME B360M-A 8th Gen mATX Motherboard,https://www.startech.com.bd/asus-prime-b360m-a-8th-gen-motherboard,"9,250"
Asus PRIME H310M-D 8th Gen mATX Motherboard,https://www.startech.com.bd/asus-prime-h310m-d-8th-gen-motherboard,"7,100"
Asus Prime H370-A 8th Gen Motherboard,https://www.startech.com.bd/asus-prime-h370-a-motherboard,"11,500"
Asus Prime J3355I-C DDR3 Mini ITX Motherboard,https://www.startech.com.bd/asus-prime-j3355i-c-motherboard,"5,500"
Asus Prime Z370-A 8th Gen ATX Gaming Motherboard,https://www.startech.com.bd/asus-prime-z370-a-motherboard,"18,600"
Asus Rog Maximus X Code Intel Z370 8th Gen ATX gaming motherboard,https://www.startech.com.bd/asus-rog-maximus-x-code-motherboard,"33,500"
Asus Rog Maximus X Hero WI-FI AC 8th Gen ATX Motherboard,https://www.startech.com.bd/asus-rog-maximus-x-hero-wi-fi-ac-motherboard,"29,200"
Asus ROG MAXIMUS XI FORMULA 9th Gen Motherboard,https://www.startech.com.bd/asus-rog-maximus-xi-formula-9th-gen-motherboard,"38,500"
Asus Rog Strix B250F Gaming Motherboard ,https://www.startech.com.bd/asus-rog-strix-b250f,"11,700"
Asus Rog Strix H370-F 8th Gen Gaming Motherboard,https://www.startech.com.bd/asus-rog-strix-h370-f-motherboard,"14,100"
Asus Rog STRIX X299-E Gaming Motherboard,https://www.startech.com.bd/asus-rog-strix-x299-e-motherboard,"31,800"
Asus ROG STRIX Z270H GAMING Motherboard,https://www.startech.com.bd/asus-rog-strix-z270h-gaming,"14,700"
Asus Rog Strix Z370-E Gaming ATX Motherboard,https://www.startech.com.bd/asus-rog-strix-z370-e-gaming,"22,000"
Asus Rog Strix Z370-F 8th Gen ATX Gaming Motherboard,https://www.startech.com.bd/asus-rog-strix-z370-f,"19,600"
ASUS ROG STRIX Z390-E GAMING 9th Gen ATX Gaming Motherboard,https://www.startech.com.bd/asus-rog-strix-z390-e-gaming-9th-gen-motherboard,"23,200"
ASUS ROG STRIX Z390-F GAMING 9th Gen ATX Gaming Motherboard,https://www.startech.com.bd/asus-rog-strix-z390-f-gaming,"22,800"
Asus Rog Z370 Maximus X Hero 8th Gen ATX Motherboard,https://www.startech.com.bd/asus-rog-maximus-x-hero,"27,000"
Asus TUF B450-PLUS GAMING AMD ATX Motherboard,https://www.startech.com.bd/asus-tuf-b450-plus-gaming-amd-motherboard,"11,200"
Asus TUF Z370-PLUS 8th Gen ATX Gaming Motherboard ,https://www.startech.com.bd/asus-tuf-z370-plus,"16,300"
Gigabyte AB350M HD3 AMD Motherboard,https://www.startech.com.bd/gigabyte-ab350m-hd3,"7,700"
Gigabyte Aorus Z370 Gaming 5 ATX Motherboard,https://www.startech.com.bd/gigabyte-aorus-z370-gaming-5,"19,700"
Gigabyte Aorus Z370 Gaming 7 ATX Motherboard,https://www.startech.com.bd/gigabyte-aorus-z370-gaming-7-motherboard,"24,800"
Gigabyte GA-A320M-HD2 AMD Micro ATX Motherboard,https://www.startech.com.bd/gigabyte-ga-a320m-hd2-amd-motherboard,"5,750"
Gigabyte GA-AB350M-D3H AMD Micro ATX Motherboard,https://www.startech.com.bd/gigabyte-ga-ab350m-d3h-amd-motherboard,"7,900"
Gigabyte GA-B250M-D3H Motherboard,https://www.startech.com.bd/gigabyte-ga-b250m-d3h,"7,700"
Gigabyte GA-B250M-HD3 Motherboard,https://www.startech.com.bd/gigabyte-ga-b250m-hd3,"6,900"
Gigabyte GA-H110M-H Micro ATX Motherboard,https://www.startech.com.bd/gigabyte-ga-h110m-h-motherboard,"5,500"
Gigabyte GA-H110M-S2 Micro ATX Motherboard,https://www.startech.com.bd/gigabyte-ga-h110m-s2-micro-atx-motherboard,"5,400"
Gigabyte GA-H61M-DS2 Motherboard,https://www.startech.com.bd/gigabyte-ga-h61m-ds2,"6,000"
Gigabyte GA-H81M-DS2 Micro ATX Motherboard,https://www.startech.com.bd/gigabyte-ga-h81m-ds2-motherboard,"5,250"
GIGABYTE GA-H81M-S2PV,https://www.startech.com.bd/gigabyte-ga-h81m-s2pv,"5,000"
GIGABYTE GA-J1800M-D3P Motherboard with Built In 2.41Ghz DDR3 Celeron Processor,https://www.startech.com.bd/gigabyte-ga-j1800m-d3p,"5,050"
Gigabyte H370M D3H Ultra Durable 8th Gen Motherboard,https://www.startech.com.bd/gigabyte-h370m-d3h-motherboard,"10,700"
Gigabyte H370N WIFI 8th Gen Mini-ITX Motherboard,https://www.startech.com.bd/gigabyte-h370n-wifi-8th-gen-motherboard,"10,500"
Gigabyte H61M S2PH Motherboard,https://www.startech.com.bd/gigabyte-h61m-s2ph-motherboard,"5,800"
Gigabyte X299 AORUS Gaming 7 Motherboard,https://www.startech.com.bd/x299-aorus-gaming-7-motherboard,"44,000"
Gigabyte X299 Ultra Durable Motherboard ,https://www.startech.com.bd/gigabyte-x299-ud4-motherboard,"24,000"
Gigabyte X399 AORUS Gaming 7 AMD ATX Motherboard,https://www.startech.com.bd/gigabyte-x399-aorus-gaming-7-motherboard,"39,500"
Gigabyte Z370N WiFi Ultra Durable 8th Gen Motherboard,https://www.startech.com.bd/gigabyte-z370n-wifi-motherboard,"14,000"
MSI B250 KRAIT GAMING Motherboard,https://www.startech.com.bd/msi-b250-krait-gaming,"10,200"
MSI B360 Gaming Plus 8th Gen DDR4 Motherboard,https://www.startech.com.bd/msi-b360-gaming-plus-motherboard,"11,500"
MSI B360M Mortar 8th Gen DDR4 Motherboard,https://www.startech.com.bd/msi-b360m-mortar-motherboard,"10,500"
MSI H370 Gaming Pro Carbon 8th Gen DDR4 Motherboard,https://www.startech.com.bd/msi-h370-gaming-pro-carbon-motherboard,"15,200"
MSI H370m Bazooka 8th Gen DDR4 Motherboard,https://www.startech.com.bd/msi-h370m-bazooka-motherboard,"12,700"
Asus Rog Maximus X Formula Intel Z370 8th gen ATX Gaming Motherboard,https://www.startech.com.bd/asus-rog-maximus-x-formula-motherboard,"37,000"
MSI H310M PRO-VH DDR4 8th Gen Motherboard,https://www.startech.com.bd/msi-h310m-pro-vh-motherboard,"6,500"
m.2,https://www.startech.com.bd/asus-tuf-x299-mark-2,"24,500"
